image,n_gt,n_pred,tp,fp,fn,pre_ms,infer_ms,post_ms
IMG_20260512_223329~2.jpg,1,8,1,7,0,4.487,10.729,0.887
oisin_ball_robot0691.png,1,8,1,7,0,10.309,10.558,0.860
eliza_ball_line_20119.png,1,8,1,7,0,11.756,12.625,0.854
robby_rc16_ball20641.png,1,8,1,7,0,9.803,13.326,1.254
mA779.png,1,8,1,7,0,9.057,13.682,0.872
IMG_20260512_223019.jpg,1,8,1,7,0,4.428,13.305,0.851
IMG_20260512_222501~4.jpg,1,8,1,7,0,5.025,13.070,0.941
robby_rc16_ball20133.png,0,8,0,8,0,10.206,12.863,0.868
pip_natLight_ball_10096.png,0,8,0,8,0,10.688,12.727,0.882
max_ball_feet0198.png,1,8,1,7,0,14.203,12.956,0.861
IMG_20260512_222043~2.jpg,1,8,1,7,0,4.463,13.079,0.869
IMG_20260512_223006.jpg,1,8,1,7,0,4.787,13.348,1.145
IMG_20260512_222450~3.jpg,1,8,1,7,0,4.320,13.387,0.830
IMG_20260512_223433.jpg,0,8,0,8,0,4.339,10.982,0.886
oisin_ball_robot0836.png,1,8,1,7,0,9.978,10.907,0.863
mA819.png,1,8,1,7,0,9.459,13.159,1.280
pip_natLight_ball_30421.png,1,8,1,7,0,9.487,10.845,0.853
IMG_20260512_222039~2.jpg,1,8,1,7,0,4.472,10.813,0.858
alfie_lm_ball_line0519.png,1,8,1,7,0,9.784,10.748,0.862
eliza_ball_line_20153.png,1,8,1,7,0,14.371,10.935,0.873
IMG_20260512_223448~2.jpg,1,8,1,7,0,4.240,10.505,0.824
mA706.png,1,8,1,7,0,9.387,10.416,0.866
robby_ball_line0372.png,1,8,1,7,0,13.996,10.618,0.885
len_goalie0205.png,1,8,1,7,0,14.009,10.912,0.867
eliza_ball_line_20107.png,1,8,1,7,0,11.728,10.394,0.843
oisin_ball_robot0906.png,0,8,0,8,0,9.964,10.417,0.858
IMG_20260512_222518~3.jpg,1,8,1,7,0,4.476,12.121,0.977
robby_ball_far0270.png,1,8,1,7,0,10.827,11.830,0.901
max_ball_kickoff0083.png,1,8,1,7,0,11.139,10.480,0.834
len_goalie0409.png,1,8,1,7,0,14.100,10.455,1.106
max_ball_bottom0081.png,1,8,1,7,0,9.590,10.792,0.921
eliza_ball_line_20127.png,1,8,1,7,0,13.775,10.665,0.866
IMG_20260512_222047~3.jpg,2,8,2,6,0,4.588,10.692,0.839
alfie_lm_ball_line0291.png,1,8,1,7,0,9.560,10.519,1.147
eliza_ball_01070247.png,1,8,1,7,0,13.453,10.769,0.850
robby_rc16_ball0052.png,1,8,1,7,0,9.677,10.419,0.850
pip_ball_bottom0217.png,1,8,1,7,0,12.544,10.916,0.862
pip_ball_bottom_robots0046.png,1,8,1,7,0,13.221,10.360,0.868
IMG_20260512_222547~3.jpg,1,8,1,7,0,4.545,10.461,0.840
IMG_20260512_223346~2.jpg,1,8,0,8,1,4.577,10.355,0.855
IMG_20260512_222916~2.jpg,2,8,2,6,0,4.582,10.412,0.862
IMG_20260512_222418.jpg,1,8,1,7,0,4.680,10.395,0.875
robby_rc16_ball20352.png,2,8,1,7,1,9.351,10.871,0.855
IMG_20260512_222046.jpg,1,8,1,7,0,4.363,10.815,0.847
max_ball_moving0260.png,1,8,1,7,0,10.929,10.721,0.888
pip_ball_moving0029.png,1,8,1,7,0,12.573,10.434,1.191
IMG_20260512_222139~2.jpg,1,8,1,7,0,5.674,11.041,1.079
pip_ball_moving0073.png,1,8,1,7,0,11.213,10.890,0.851
